mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413888886,121.09893000000001,31.7872,2019-06-18 10:30:00,0.0,,0.0,0
413888886,121.09884,31.787094,2019-06-18 11:46:00,1.4,,227.1,0
413888886,121.09782,31.786894,2019-06-18 11:50:00,0.1,,353.6,0
413888886,121.09711000000001,31.784077000000003,2019-06-18 12:04:00,5.9,,196.1,0
413888886,121.09546999999999,31.77682,2019-06-18 12:08:00,6.3,,182.0,0
413888886,121.09557,31.774146999999996,2019-06-18 12:10:00,6.4,,178.5,0
413888886,121.097305,31.76894,2019-06-18 12:12:00,6.6,,153.0,0
413888886,121.100334,31.76183,2019-06-18 12:16:00,6.9,,166.8,0
413888886,121.10118999999999,31.758894,2019-06-18 12:18:00,7.1,,167.7,0
413888886,121.10189,31.7559,2019-06-18 12:20:00,7.2000003,,169.6,0
413888886,121.10373999999999,31.747993,2019-06-18 12:24:00,6.4,,180.0,0
413888886,121.103546,31.743994,2019-06-18 12:26:00,6.0,,179.40001,0
413888886,121.10333,31.742228000000004,2019-06-18 12:28:00,6.5,,200.1,0
413888886,121.09905,31.738046999999998,2019-06-18 12:30:00,7.0,,218.90001,0
413888886,121.09616000000001,31.733873,2019-06-18 12:32:00,6.9,,205.1,0
413888886,121.09565,31.732954,2019-06-18 12:34:00,6.8,,207.0,0
413888886,121.09223999999999,31.727840000000004,2019-06-18 12:36:00,6.5,,203.7,0
413888886,121.09178999999999,31.727037,2019-06-18 12:38:00,6.4,,208.1,0
413888886,121.09041599999999,31.725527000000003,2019-06-18 12:46:00,0.0,,244.7,0
