mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413888886,121.097824,31.787567,2019-06-22 20:36:00,0.0,,10.1,0
413888886,121.097466,31.785559999999997,2019-06-22 20:46:00,6.0,,192.40001,0
413888886,121.09634399999999,31.780956,2019-06-22 20:48:00,6.4,,198.2,0
413888886,121.09558999999999,31.77928,2019-06-22 20:50:00,6.9,,194.3,0
413888886,121.09546999999999,31.776052000000004,2019-06-22 20:52:00,8.1,,172.6,0
413888886,121.09576000000001,31.763916,2019-06-22 20:56:00,8.0,,178.2,0
413888886,121.09588000000001,31.759394,2019-06-22 20:58:00,8.0,,181.1,0
413888886,121.095184,31.75511,2019-06-22 21:00:00,7.4,,196.90001,0
413888886,121.093346,31.751406,2019-06-22 21:02:00,7.3,,206.2,0
413888886,121.09183,31.74718,2019-06-22 21:04:00,8.3,,190.6,0
413888886,121.09296,31.729267,2019-06-22 21:12:00,8.0,,189.3,0
413888886,121.09047,31.725613,2019-06-22 21:18:00,0.0,,245.90001,0
