mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413837367,121.0984,31.787596,2019-06-22 06:30:00,0.0,9.0,9.8,0
413837367,121.09711999999999,31.782814000000002,2019-06-22 06:38:00,7.2000003,193.0,193.3,0
413837367,121.09655,31.780687,2019-06-22 06:40:00,7.3,192.0,192.8,0
413837367,121.09652,31.774277,2019-06-22 06:42:00,8.3,172.0,172.1,15
413837367,121.09643,31.76731,2019-06-22 06:46:00,8.3,183.0,183.90001,15
413837367,121.09501999999999,31.760456,2019-06-22 06:48:00,8.0,189.0,188.7,0
413837367,121.09511,31.756970000000003,2019-06-22 06:50:00,8.1,171.0,171.40001,0
413837367,121.09586000000002,31.751684,2019-06-22 06:52:00,6.5,175.0,175.1,15
413837367,121.09317,31.738046999999998,2019-06-22 07:00:00,2.7,226.0,226.7,15
413837367,121.09173600000001,31.7362,2019-06-22 07:02:00,6.4,191.0,190.5,0
413837367,121.09103999999999,31.725896999999996,2019-06-22 07:06:00,3.0,214.0,214.2,0
