mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.09823,31.78742,2019-06-20 11:22:00,0.0,98,163.3,0
413812193,121.09772,31.785633,2019-06-20 11:28:00,5.5,194,194.90001,0
413812193,121.09708,31.783772999999997,2019-06-20 11:30:00,6.1,195,195.8,0
413812193,121.09650400000001,31.782096999999997,2019-06-20 11:32:00,6.0,197,198.1,0
413812193,121.09586000000002,31.775352,2019-06-20 11:36:00,7.1,177,177.0,0
413812193,121.095894,31.767807,2019-06-20 11:38:00,7.3,178,178.5,15
413812193,121.096,31.76434,2019-06-20 11:40:00,3.8,177,177.4,15
413812193,121.09648,31.760414,2019-06-20 11:42:00,8.1,172,171.0,0
413812193,121.09775,31.754637,2019-06-20 11:44:00,8.5,172,172.2,0
413812193,121.097946,31.753387,2019-06-20 11:46:00,8.6,174,174.7,0
413812193,121.097824,31.7464,2019-06-20 11:48:00,8.5,182,182.6,0
413812193,121.09516,31.735359999999996,2019-06-20 11:54:00,7.6,200,202.3,0
413812193,121.09303999999999,31.73077,2019-06-20 11:56:00,6.7000003,200,200.90001,0
