mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413888886,121.098335,31.78759,2019-06-18 15:18:00,0.0,,4.8,0
413888886,121.0964,31.781357,2019-06-18 15:28:00,6.6,,195.6,0
413888886,121.09569499999999,31.778496,2019-06-18 15:30:00,7.2000003,,185.90001,0
413888886,121.09541000000002,31.766515999999996,2019-06-18 15:36:00,7.0,,182.90001,0
413888886,121.09508999999998,31.7614,2019-06-18 15:38:00,7.1,,185.5,0
413888886,121.093864,31.756517,2019-06-18 15:40:00,7.2000003,,191.90001,0
413888886,121.09301,31.752416999999998,2019-06-18 15:42:00,7.3,,189.2,0
413888886,121.09284,31.751394,2019-06-18 15:44:00,7.4,,188.1,0
413888886,121.09168999999999,31.747374,2019-06-18 15:46:00,7.3,511.0,199.0,15
413888886,121.08988000000001,31.742313,2019-06-18 15:48:00,7.5,,195.6,0
413888886,121.08921000000001,31.738016,2019-06-18 15:50:00,7.7000003,,185.0,0
413888886,121.09145,31.727559999999997,2019-06-18 15:54:00,7.4,,170.90001,0
413888886,121.09100000000001,31.726114000000003,2019-06-18 15:56:00,3.9,,214.2,0
413888886,121.09035,31.725487,2019-06-18 15:58:00,0.6,,218.6,0
