,time,latitude,longitude,speed,cog,rot,ac
0,39120.0,31.78616,121.09798,4.5,16.800001,0.0,0.0
1,39840.0,31.78278,121.09672,0.5475788453216471,196.90001,0.35682388493040273,0.0007605261740578432
2,39960.0,31.779917,121.095894,2.7315447124828762,191.2,0.2808811311682271,0.01819971555967691
3,40080.0,31.774374,121.09561,5.141148691197353,177.8,0.05119103023905264,0.020080033155953973
4,40200.0,31.772106,121.09568,2.1023074354871967,179.1,-0.03085440273404244,-0.02532367713091797
5,40320.0,31.76404,121.09623,7.486701187552332,172.2,-0.06808206750703236,0.04486994793387612
6,40560.0,31.753847,121.09996,4.9458594764580965,161.7,-0.3508018092576538,-0.010586840462892648
7,40680.0,31.74878,121.10057,4.719743515266952,184.2,-0.11981023412188374,-0.001884299676592871
8,41040.0,31.737574,121.0968,3.60012467407814,223.3,0.32453218839082126,-0.0031100523366355886
9,41280.0,31.729334,121.09317,4.076863177022202,196.3,0.4149541563020398,0.00198641042893359
10,41400.0,31.72842,121.092705,0.922826427795015,207.7,0.4706252541563233,-0.02628363957689322
11,41520.0,31.726286,121.0906,2.58120906781596,222.7,0.7785570339833718,0.013819855333507873
