,time,latitude,longitude,speed,cog,rot,ac
0,4920.0,31.725616,121.09051,0.0,211.0,0.0,0.0
1,5400.0,31.73055,121.09384,1.3179282216567516,25.4,0.5936870078886844,0.0027456837951182326
2,5520.0,31.737,121.09725,6.55312232280634,22.1,0.48632918769504235,0.0436266175095799
3,5640.0,31.74048,121.09912,3.5454276026398883,24.300001,0.49308417728887144,-0.025064122668053763
4,5760.0,31.74313,121.10005,2.562584554356624,8.5,0.3375150141132579,-0.00819035873569387
5,5880.0,31.746687,121.10016,3.2971425327474067,356.6,0.03091508402717361,0.006121316486589856
6,6000.0,31.749228,121.09993,2.3615172292234736,356.4,-0.09026955330850793,-0.007796877529366109
7,6120.0,31.753468,121.099495,3.9438101098901934,354.80002,-0.10223664030850764,0.013185774005556
8,6360.0,31.760440000000006,121.09844,3.25684054753692,346.4,-0.1501802242340039,-0.0028623731764719717
9,6480.0,31.762474,121.09788,1.935705637747348,349.5,-0.2686632858489285,-0.011009457581579767
