,time,latitude,longitude,speed,cog,rot,ac
0,74400.0,31.725594,121.09052,0.0,223.8,0.0,0.0
1,74760.0,31.72948,121.09192,1.2553759045947308,0.7,0.34579248262844703,0.003487155290540919
2,74880.0,31.733116,121.09211,3.3725322282657397,11.2,0.05220774044118806,0.017642969363925072
3,75000.0,31.734026,121.09238,0.8696618521651138,15.5,0.2884295585185133,-0.02085725313417188
4,75120.0,31.737713,121.09252,3.4182451612878677,346.0,0.037953016923055936,0.021238194242689617
5,75360.0,31.745554,121.09299,3.637547877258333,3.2,0.05986969937064288,0.0009137613165436061
6,75480.0,31.749214,121.093,3.391454416730759,0.4,0.0027322336392057076,-0.002050778837729783
7,75600.0,31.752787,121.0929,3.311766432798375,4.4,-0.027980381168964934,-0.0006640665327698692
8,75720.0,31.75644,121.09324,3.395543087634691,7.4,0.09280681280514859,0.0006981387903026345
9,75840.0,31.761896000000004,121.09415,5.106248221997998,2.3,0.1652675622748355,0.014255876119694222
10,75960.0,31.763714,121.094345,1.6915939315629478,1.9,0.10685220239577434,-0.02845545242029208
11,76320.0,31.776226,121.09459,3.865176924148163,13.6,0.019578699990182965,0.00603773053495893
12,76440.0,31.7803,121.09593,3.919859880284732,17.300001,0.3177688618268024,0.00045569130113807627
13,77280.0,31.7832,121.09692,0.3997245226091299,194.5,0.32897437094820087,-0.004190637330566193
