,time,latitude,longitude,speed,cog,rot,ac
0,37800.0,31.725554,121.09083,1.7,219.7,0.0,0.0
1,39360.0,31.72607,121.09117,0.042162473054382886,204.7,0.5826166592284961,2.7027226316912107e-05
2,49080.0,31.728933,121.09192,0.033555335360181474,10.0,0.2562058589682132,-8.85507993230598e-07
3,49440.0,31.739286,121.09212,3.1982123477674986,8.8,0.019315669503320695,0.008790713923353658
4,49680.0,31.74805,121.09392,4.121938819193894,7.9,0.20256868336580638,0.0038488602976099813
5,50160.0,31.760847,121.09766,3.0546705221810058,5.9,0.2843371504266535,-0.002223475618776851
6,50400.0,31.764374,121.09828,1.6522529080902433,13.0,0.1740089725886829,-0.0058434067253781774
7,50640.0,31.77253,121.09643,3.8483971322215837,339.6,-0.22305260735689317,0.009150600933880586
8,50880.0,31.779787,121.09596,3.3673487980291927,9.2,-0.06467472903779846,-0.0020043680591349624
9,51240.0,31.787477000000006,121.09807,2.438997693677787,23.1,0.2677918631560966,-0.002578753067642794
