,time,latitude,longitude,speed,cog,rot,ac
0,6120.0,31.787497,121.09803,0.0,280.2,0.0,0.0
1,6480.0,31.78668,121.09796,0.2530190544278482,359.7,0.0854705774758009,0.0007028307067440229
2,7080.0,31.784437,121.09736,0.426294135552699,199.5,0.26137919836278306,0.0002887918018747513
3,7200.0,31.78366,121.09701499999998,0.7695628259110171,198.40001,0.41786603508755665,0.0028605724196526508
4,7320.0,31.77776,121.09552,5.592473496793084,185.3,0.24816653835952174,0.040190922257350555
5,7560.0,31.77082,121.09544,3.215541020359264,174.0,0.011526866974244624,-0.00990388531847425
6,7920.0,31.759457,121.09624,3.516026434810543,174.7,-0.07028796325571043,0.0008346817068091088
7,8040.0,31.75304,121.0976,6.041928697403756,174.8,-0.20884669631679062,0.021049185521610104
8,8160.0,31.749947,121.098305,2.919386811358956,169.3,-0.22410534733660764,-0.026021182383706664
9,8280.0,31.744987,121.097305,4.663115914359343,198.5,0.19894594620271028,0.014531075858336562
10,8520.0,31.73798,121.09536,3.33565646615146,192.40001,0.27076282519621125,-0.005531081034199514
11,8640.0,31.734957,121.09472,2.8462300781854797,193.7,0.20862961595413118,-0.004078553233049834
12,8760.0,31.72924,121.09315,5.440093696080209,203.7,0.2680124804877731,0.021615530149122743
