,time,latitude,longitude,speed,cog,rot,ac
0,31560.0,31.780346,121.095665,6.8,199.8,0.0,0.0
1,31680.0,31.776608000000003,121.09479,3.5316335981950866,188.7,0.2299422024664504,0.029430279984959055
2,31800.0,31.772856,121.09413,3.5153542252069943,185.5,0.17412478710396,-0.0001356614415674362
3,31920.0,31.769917,121.09386,2.7316425790420955,184.6,0.09161083632982736,-0.00653093038470749
4,32160.0,31.763954,121.09402,2.7634494035144064,169.6,-0.026825694873539457,0.00013252843530129528
5,32400.0,31.75386,121.09525,4.701708078239148,176.0,-0.12125676338211895,0.008076077811353088
6,32880.0,31.737314,121.09372,3.844814184319554,188.2,0.09220726631549404,-0.001785195612332487
7,33000.0,31.73417,121.09313,2.9501782597759743,189.2,0.18550157752517488,-0.007455299371196497
8,33120.0,31.729017,121.09231,4.818430247930738,188.40001,0.15780745193657586,0.015568766567956367
9,33240.0,31.72611,121.09103,2.87641110948541,213.90001,0.4147719889794689,-0.016183492820377735
10,33360.0,31.72558,121.090546,0.6218599823876443,226.5,0.7400643534241339,-0.018787926059148048
