,time,latitude,longitude,speed,cog,rot,ac
0,37800.0,31.7872,121.09893,0.0,0.0,0.0,0.0
1,42360.0,31.787094,121.09884,0.003187651455997093,227.1,0.7039461190978243,6.990463719291871e-07
2,42600.0,31.786894,121.09782,0.41224651961015885,353.6,1.3771743339388196,0.0017044119506423407
3,43440.0,31.784077000000003,121.09711,0.3813620760648496,196.1,0.2468988477760048,-3.67671946967967e-05
4,43680.0,31.77682,121.09547,3.423736562475931,182.0,0.2222553022844547,0.012676560360046172
5,43800.0,31.774147,121.09557,2.4781193346507635,178.5,-0.037393709686777445,-0.007880143565209729
6,43920.0,31.76894,121.097305,5.0147869430153,153.0,-0.32163532047421334,0.021138896736371135
7,44160.0,31.76183,121.100334,3.503578099464628,166.8,-0.4027340174060339,-0.006296703514794464
8,44280.0,31.758894,121.10119,2.802915171564924,167.7,-0.28368947386268933,-0.005838857732497534
9,44400.0,31.7559,121.10189,2.828603149561904,169.6,-0.2296753454083775,0.0002140664833081655
10,44640.0,31.747993,121.10374,3.7352087431436676,180.0,-0.22983554689149038,0.0037775233065906817
11,44760.0,31.743994,121.103546,3.708722859306484,179.40001,0.04847412510477613,-0.0002207156986431961
12,44880.0,31.742228000000004,121.10333,1.6452470893628044,200.1,0.1217058094420387,-0.017195631416197333
13,45000.0,31.738047,121.09905,5.136675888707516,218.90001,0.7970983740602264,0.029095239994539262
14,45120.0,31.733873,121.09616,4.488488745039402,205.1,0.6055944941819508,-0.005401559530567616
15,45240.0,31.732954,121.09565,0.9416557465274648,207.0,0.506636439913973,-0.029556941654266145
16,45360.0,31.727840000000004,121.09224,5.447796673184622,203.7,0.5880928481108217,0.037551174388809644
17,45480.0,31.727037,121.09179,0.8242832422821547,208.1,0.510791639441174,-0.038529278590853894
18,45960.0,31.725527000000003,121.090416,0.44233094347738544,244.7,0.7382763450966934,-0.0007957339558432692
