mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413888886,121.09788,31.787596,2019-06-17 00:24:00,1.2,,15.900001000000001,0
413888886,121.09673000000001,31.783953000000004,2019-06-17 00:32:00,6.9,,197.8,0
413888886,121.095375,31.780176,2019-06-17 00:34:00,7.3,,207.6,0
413888886,121.09108,31.772976,2019-06-17 00:38:00,7.3,,212.1,0
413888886,121.09003,31.771172999999997,2019-06-17 00:40:00,7.1,,200.0,0
413888886,121.08928,31.7666,2019-06-17 00:42:00,6.4,,182.7,0
413888886,121.08851000000001,31.759159999999998,2019-06-17 00:46:00,6.0,,177.7,0
413888886,121.08783999999999,31.755926000000002,2019-06-17 00:48:00,6.0,,185.0,0
413888886,121.08776,31.752514,2019-06-17 00:50:00,6.1,,175.2,0
413888886,121.08858500000001,31.748528000000004,2019-06-17 00:52:00,5.8,,168.8,0
413888886,121.08883,31.745279999999998,2019-06-17 00:54:00,5.9,,178.0,0
413888886,121.0888,31.74362,2019-06-17 00:56:00,6.0,,183.8,0
413888886,121.0901,31.738955999999998,2019-06-17 00:58:00,5.6,,160.40001,0
413888886,121.09085,31.736677,2019-06-17 01:00:00,5.8,,166.8,0
413888886,121.09133,31.73256,2019-06-17 01:02:00,5.9,,175.8,0
413888886,121.09147,31.729840000000003,2019-06-17 01:04:00,6.1,,183.0,0
413888886,121.09145,31.726996999999997,2019-06-17 01:06:00,4.7000003,,187.2,0
413888886,121.09069,31.725653,2019-06-17 01:08:00,2.4,,226.5,0
413888886,121.09031999999999,31.725440000000003,2019-06-17 01:10:00,0.0,,252.90001,0
