mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413888886,121.09808000000001,31.78758,2019-06-18 16:52:00,0.0,,14.1,0
413888886,121.097305,31.784607,2019-06-18 16:56:00,6.6,,188.8,0
413888886,121.09676999999999,31.774813,2019-06-18 17:02:00,8.400001,,151.7,0
413888886,121.09834,31.769136,2019-06-18 17:04:00,7.6,,177.3,0
413888886,121.09857,31.760973,2019-06-18 17:08:00,8.0,,177.8,0
413888886,121.0986,31.75872,2019-06-18 17:10:00,8.0,,180.5,0
413888886,121.09751999999999,31.747459999999997,2019-06-18 17:14:00,7.8,,191.3,0
413888886,121.09673000000001,31.743032,2019-06-18 17:16:00,8.2,,186.2,0
413888886,121.09646599999999,31.740747,2019-06-18 17:18:00,8.2,,185.3,0
413888886,121.09643,31.73718,2019-06-18 17:20:00,8.5,,175.40001,0
413888886,121.09245,31.7274,2019-06-18 17:24:00,6.0,,224.90001,0
413888886,121.09078999999998,31.725937,2019-06-18 17:26:00,2.7,,219.90001,0
413888886,121.09051000000001,31.725596999999997,2019-06-18 17:28:00,0.6,,218.90001,0
