mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413837367,121.09792,31.787626,2019-06-23 19:56:00,0.0,4.0,4.8,15
413837367,121.09716,31.783890000000003,2019-06-23 20:02:00,7.2,190.0,190.9,15
413837367,121.09568,31.775,2019-06-23 20:06:00,8.2,183.0,183.3,0
413837367,121.09508000000001,31.767994,2019-06-23 20:08:00,8.0,190.0,190.0,0
413837367,121.0947,31.765833,2019-06-23 20:10:00,8.1,185.0,185.1,0
413837367,121.09425,31.755823,2019-06-23 20:14:00,4.2,186.0,186.4,15
413837367,121.09331,31.74533,2019-06-23 20:18:00,8.7,175.0,175.5,15
413837367,121.09338000000001,31.744073999999998,2019-06-23 20:20:00,7.1,178.0,178.8,0
413837367,121.09273999999999,31.733088000000002,2019-06-23 20:24:00,0.0,180.0,180.90001,0
413837367,121.09052,31.725594,2019-06-23 20:40:00,0.0,223.0,223.8,15
