mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413837367,121.09787,31.786833,2019-06-21 10:34:00,5.0,15.0,15.3,0
413837367,121.09584,31.779026,2019-06-21 10:46:00,7.5,186.0,185.6,0
413837367,121.09602,31.7768,2019-06-21 10:48:00,8.2,170.0,170.0,0
413837367,121.09671000000002,31.773320000000002,2019-06-21 10:50:00,9.0,169.0,169.5,0
413837367,121.09937,31.76186,2019-06-21 10:54:00,9.3,166.0,167.1,0
413837367,121.1006,31.75664,2019-06-21 10:56:00,9.5,173.0,173.40001,0
413837367,121.10094,31.74956,2019-06-21 10:58:00,6.2000003,175.0,174.90001,0
413837367,121.10141000000002,31.747217,2019-06-21 11:00:00,5.3,166.0,165.6,0
413837367,121.10185,31.745773,2019-06-21 11:02:00,5.6,165.0,165.40001,0
413837367,121.1011,31.737579999999998,2019-06-21 11:04:00,9.0,195.0,195.7,0
413837367,121.09541000000002,31.729886999999998,2019-06-21 11:08:00,7.7000003,216.0,216.90001,0
413837367,121.09461,31.729086,2019-06-21 11:10:00,7.4,222.0,222.2,0
