mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413837367,121.09808999999998,31.786077000000002,2019-06-17 09:36:00,5.2,14.0,14.5,15
413837367,121.09727,31.784134,2019-06-17 09:52:00,6.1,198.0,198.1,0
413837367,121.09631999999999,31.781672999999998,2019-06-17 09:54:00,6.2000003,192.0,192.8,15
413837367,121.0956,31.778059999999996,2019-06-17 09:56:00,7.2000003,184.0,184.5,0
413837367,121.09552,31.77598,2019-06-17 09:58:00,7.5,179.0,179.7,0
413837367,121.09613,31.769579999999998,2019-06-17 10:00:00,7.4,178.0,179.0,0
413837367,121.09598500000001,31.762435999999997,2019-06-17 10:04:00,7.4,179.0,179.1,0
413837367,121.09692,31.75188,2019-06-17 10:08:00,7.1,183.0,183.7,15
413837367,121.09678999999998,31.750892999999998,2019-06-17 10:10:00,7.2000003,185.0,185.8,0
413837367,121.09512,31.734507,2019-06-17 10:16:00,7.1,196.0,196.3,0
413837367,121.09476000000001,31.733605999999998,2019-06-17 10:18:00,7.0,199.0,199.90001,0
413837367,121.09025600000001,31.725920000000002,2019-06-17 10:32:00,0.0,234.0,234.2,0
