mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413888886,121.09577,31.776336999999998,2019-06-21 11:48:00,8.0,,174.2,0
413888886,121.09646599999999,31.771887,2019-06-21 11:50:00,7.8,,178.40001,0
413888886,121.09596,31.767615999999997,2019-06-21 11:52:00,7.5,,186.7,0
413888886,121.09557,31.765673,2019-06-21 11:54:00,7.3,,191.6,0
413888886,121.09608,31.759970000000003,2019-06-21 11:56:00,9.0,,165.90001,0
413888886,121.09872,31.75238,2019-06-21 11:58:00,9.1,,171.0,0
413888886,121.09856,31.750220000000002,2019-06-21 12:00:00,7.5,,190.40001,0
413888886,121.09688,31.743793,2019-06-21 12:02:00,8.8,,182.0,0
413888886,121.09676,31.738885999999997,2019-06-21 12:04:00,8.8,,181.90001,0
413888886,121.0964,31.73653,2019-06-21 12:06:00,8.3,,191.40001,0
413888886,121.09421499999999,31.731479999999998,2019-06-21 12:08:00,7.6,,203.1,0
413888886,121.09273999999999,31.728558000000003,2019-06-21 12:10:00,7.4,,205.0,0
413888886,121.09061399999999,31.725740000000002,2019-06-21 12:22:00,1.6,,47.600002,0
