mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413837367,121.09791000000001,31.78752,2019-06-21 12:08:00,0.0,11.0,11.5,0
413837367,121.096,31.777533000000002,2019-06-21 12:20:00,7.4,173.0,173.5,0
413837367,121.09741000000001,31.772935999999998,2019-06-21 12:22:00,7.6,153.0,153.8,0
413837367,121.09998,31.759613,2019-06-21 12:28:00,9.7,167.0,166.90001,0
413837367,121.100296,31.750334000000002,2019-06-21 12:32:00,8.8,188.0,188.6,0
413837367,121.09952,31.746640000000003,2019-06-21 12:34:00,8.900001,190.0,190.8,0
413837367,121.0983,31.741673,2019-06-21 12:36:00,9.1,191.0,191.1,0
413837367,121.09556,31.733259999999998,2019-06-21 12:38:00,8.5,204.0,205.0,0
413837367,121.093346,31.728928000000003,2019-06-21 12:40:00,8.3,207.0,207.5,0
413837367,121.09137,31.726233,2019-06-21 12:42:00,5.4,221.0,221.5,0
