mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413888886,121.09808999999998,31.7876,2019-06-21 19:06:00,0.0,,14.2,0
413888886,121.09588000000001,31.780426000000002,2019-06-21 19:16:00,7.2000003,,197.0,0
413888886,121.09691000000001,31.771633,2019-06-21 19:20:00,7.6,,171.5,0
413888886,121.09836000000001,31.763840000000002,2019-06-21 19:24:00,7.7000003,,182.8,0
413888886,121.09891999999999,31.752053999999998,2019-06-21 19:28:00,8.5,,177.8,0
413888886,121.0982,31.744320000000002,2019-06-21 19:32:00,7.2000003,,208.90001,0
413888886,121.09523,31.738594,2019-06-21 19:36:00,8.1,,190.6,0
413888886,121.09345,31.73102,2019-06-21 19:38:00,7.0,,195.7,0
413888886,121.09316000000001,31.730096999999997,2019-06-21 19:40:00,6.7000003,,193.8,0
413888886,121.091385,31.726747999999997,2019-06-21 19:42:00,4.8,,218.6,0
413888886,121.09043999999999,31.725766999999998,2019-06-21 19:46:00,0.0,,205.8,0
