mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413837367,121.09776000000001,31.786046999999996,2019-06-21 23:58:00,5.5,22.0,22.4,0
413837367,121.09671000000002,31.781946,2019-06-22 00:10:00,6.4,194.0,194.6,0
413837367,121.09591999999999,31.775114000000002,2019-06-22 00:14:00,8.1,173.0,173.7,0
413837367,121.09633999999998,31.770553999999997,2019-06-22 00:16:00,8.3,174.0,174.8,0
413837367,121.09631999999999,31.76714,2019-06-22 00:18:00,8.2,181.0,181.0,0
413837367,121.096375,31.76248,2019-06-22 00:20:00,8.7,175.0,175.8,0
413837367,121.09591999999999,31.751697999999998,2019-06-22 00:24:00,8.3,189.0,190.1,0
413837367,121.09432,31.740935999999998,2019-06-22 00:28:00,8.900001,184.0,183.90001,0
413837367,121.09411999999999,31.738466,2019-06-22 00:30:00,8.8,184.0,185.0,0
413837367,121.0927,31.731446999999996,2019-06-22 00:32:00,8.3,187.0,187.90001,0
413837367,121.09058,31.725890000000003,2019-06-22 00:36:00,2.5,228.0,228.3,0
413837367,121.0904,31.725714,2019-06-22 00:38:00,0.0,216.0,216.90001,0
