mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413888886,121.09043999999999,31.725766999999998,2019-06-21 19:46:00,0.0,,205.8,0
413888886,121.09358999999999,31.730953000000003,2019-06-21 19:58:00,6.1,,20.0,0
413888886,121.09523,31.735033,2019-06-21 20:00:00,6.2000003,,17.6,0
413888886,121.09877,31.741673,2019-06-21 20:04:00,5.4,,20.5,0
413888886,121.10009,31.745226000000002,2019-06-21 20:06:00,5.3,,12.2,0
413888886,121.10068999999999,31.74745,2019-06-21 20:08:00,5.3,,12.5,0
413888886,121.10085,31.749607,2019-06-21 20:10:00,5.1,511.0,359.4,15
413888886,121.100586,31.753097999999998,2019-06-21 20:12:00,4.8,,352.7,0
413888886,121.1002,31.75868,2019-06-21 20:16:00,5.2000003,,2.1000001,0
413888886,121.10016,31.760865999999996,2019-06-21 20:18:00,5.2000003,,355.4,0
413888886,121.0993,31.7645,2019-06-21 20:20:00,5.3,,343.0,0
413888886,121.09808000000001,31.76724,2019-06-21 20:22:00,5.3,,336.2,0
413888886,121.09700000000001,31.769274,2019-06-21 20:24:00,5.2000003,,337.5,0
413888886,121.09631999999999,31.772185999999998,2019-06-21 20:26:00,5.5,511.0,355.6,15
413888886,121.09646599999999,31.773876,2019-06-21 20:28:00,6.2000003,,13.2,0
413888886,121.09586000000002,31.780354,2019-06-21 20:32:00,5.6,,26.1,0
413888886,121.09775,31.786646,2019-06-21 20:36:00,4.1,,15.5,0
413888886,121.09805,31.787492999999998,2019-06-21 20:40:00,0.0,,18.800001,0
