mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413837367,121.09201000000002,31.727520000000002,2019-06-23 17:54:00,3.2,39.0,39.8,15
413837367,121.0948,31.730666999999997,2019-06-23 17:56:00,7.1,40.0,40.0,0
413837367,121.09645,31.73545,2019-06-23 17:58:00,7.3,357.0,357.2,0
413837367,121.09623,31.737546999999996,2019-06-23 18:00:00,7.2000003,353.0,354.1,0
413837367,121.09556,31.74173,2019-06-23 18:02:00,7.4,347.0,347.6,0
413837367,121.093704,31.751065999999998,2019-06-23 18:06:00,7.2000003,1.0,1.8000001,0
413837367,121.09363,31.754026,2019-06-23 18:08:00,7.1,354.0,354.7,0
413837367,121.0928,31.757986,2019-06-23 18:10:00,6.9,349.0,349.4,0
413837367,121.09244,31.762853999999997,2019-06-23 18:12:00,3.4,1.0,1.7,15
413837367,121.09277,31.764708000000002,2019-06-23 18:14:00,6.9,11.0,11.2,15
413837367,121.09329,31.7688,2019-06-23 18:16:00,7.3,4.0,4.7000003,0
413837367,121.09411000000001,31.772856,2019-06-23 18:18:00,7.2000003,12.0,13.2,0
413837367,121.096695,31.7826,2019-06-23 18:22:00,7.2000003,17.0,17.7,0
