mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413837367,121.09168000000001,31.726788,2019-06-24 08:34:00,5.9,204.0,204.6,0
413837367,121.09256,31.731733000000002,2019-06-24 08:50:00,6.8,6.0,5.7000003,0
413837367,121.0928,31.73368,2019-06-24 08:52:00,7.0,7.0,7.7000003,0
413837367,121.09227,31.738497,2019-06-24 08:54:00,4.1,344.0,344.1,0
413837367,121.09204,31.739817,2019-06-24 08:56:00,5.4,2.0,3.4,0
413837367,121.09297,31.744307,2019-06-24 08:58:00,6.8,8.0,8.900001,0
413837367,121.09368,31.749117,2019-06-24 09:00:00,6.8,4.0,4.2000003,0
413837367,121.09445,31.756973,2019-06-24 09:04:00,6.9,3.0,3.8,0
413837367,121.09477,31.76094,2019-06-24 09:06:00,6.9,4.0,4.4,0
413837367,121.09486000000001,31.761877000000002,2019-06-24 09:08:00,6.9,2.0,2.8,0
413837367,121.09476000000001,31.764796999999998,2019-06-24 09:10:00,6.9,356.0,356.7,0
