mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413888886,121.09783999999999,31.787558,2019-06-25 17:42:00,0.1,,5.5,0
413888886,121.09696000000001,31.78298,2019-06-25 17:52:00,6.2000003,,193.8,0
413888886,121.09581000000001,31.77962,2019-06-25 17:54:00,6.3,,197.40001,0
413888886,121.09496999999999,31.77601,2019-06-25 17:56:00,6.6,,180.6,0
413888886,121.095055,31.773874,2019-06-25 17:58:00,6.6,,176.90001,0
413888886,121.09569499999999,31.766886,2019-06-25 18:02:00,6.5,,175.5,0
413888886,121.09643999999999,31.761315999999997,2019-06-25 18:04:00,6.8,,173.3,0
413888886,121.09836999999999,31.748859999999997,2019-06-25 18:12:00,6.8,,180.5,0
413888886,121.098145,31.74496,2019-06-25 18:14:00,6.9,,184.40001,0
413888886,121.09763999999998,31.741056,2019-06-25 18:16:00,7.0,,186.0,0
413888886,121.09281000000001,31.730846000000003,2019-06-25 18:20:00,7.3,,209.7,0
413888886,121.0904,31.725857,2019-06-25 18:24:00,1.5,,232.5,0
