mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413888886,121.09796000000001,31.787540000000003,2019-06-21 01:18:00,0.90000004,,23.1,0
413888886,121.094894,31.777014,2019-06-21 01:30:00,6.9,,199.6,0
413888886,121.094536,31.7733,2019-06-21 01:32:00,6.6,,171.2,0
413888886,121.09525,31.770594,2019-06-21 01:34:00,6.6,,167.0,0
413888886,121.09612,31.766937,2019-06-21 01:36:00,6.7000003,,172.2,0
413888886,121.09626999999999,31.764059999999997,2019-06-21 01:38:00,6.9,,177.8,0
413888886,121.09682,31.758087,2019-06-21 01:40:00,7.4,,175.2,0
413888886,121.09728999999999,31.75398,2019-06-21 01:42:00,7.1,,168.90001,0
413888886,121.09788,31.752073,2019-06-21 01:44:00,7.0,,169.7,0
413888886,121.09648,31.746307,2019-06-21 01:46:00,7.2000003,,198.3,0
413888886,121.09375,31.738567,2019-06-21 01:50:00,7.2000003,,199.8,0
413888886,121.09303999999999,31.736659999999997,2019-06-21 01:52:00,7.1,,198.8,0
