mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413888886,121.095665,31.780346,2019-06-25 08:46:00,6.8,,199.8,0
413888886,121.09478999999999,31.776608000000003,2019-06-25 08:48:00,6.9,,188.7,0
413888886,121.09413,31.772856,2019-06-25 08:50:00,6.8,,185.5,0
413888886,121.09386,31.769917,2019-06-25 08:52:00,6.9,,184.6,0
413888886,121.09402,31.763954,2019-06-25 08:56:00,7.1,,169.6,0
413888886,121.09525,31.753859999999996,2019-06-25 09:00:00,7.3,,176.0,0
413888886,121.09371999999999,31.737314,2019-06-25 09:08:00,7.4,,188.2,0
413888886,121.09313,31.734170000000002,2019-06-25 09:10:00,7.5,,189.2,0
413888886,121.09231000000001,31.729017,2019-06-25 09:12:00,7.3,,188.40001,0
413888886,121.09103,31.72611,2019-06-25 09:14:00,3.0,,213.90001,0
413888886,121.090546,31.725579999999997,2019-06-25 09:16:00,1.4,,226.5,0
