mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413837367,121.09783999999999,31.787546000000003,2019-06-19 20:56:00,0.0,4.0,4.6,0
413837367,121.09711000000001,31.784157,2019-06-19 21:04:00,6.8,195.0,196.5,0
413837367,121.09548000000001,31.779466999999997,2019-06-19 21:06:00,7.1,194.0,194.6,0
413837367,121.09513000000001,31.77618,2019-06-19 21:08:00,7.8,175.0,175.6,0
413837367,121.09536000000001,31.772859999999998,2019-06-19 21:10:00,7.9,178.0,178.5,0
413837367,121.095665,31.766046999999997,2019-06-19 21:12:00,8.2,178.0,178.3,0
413837367,121.09666399999999,31.76023,2019-06-19 21:14:00,4.3,163.0,163.8,15
413837367,121.09693,31.759354,2019-06-19 21:16:00,8.8,166.0,166.8,0
413837367,121.09823999999999,31.750732,2019-06-19 21:18:00,8.400001,186.0,186.2,0
413837367,121.09743999999999,31.747276,2019-06-19 21:20:00,8.2,193.0,193.2,0
413837367,121.09568,31.744220000000002,2019-06-19 21:22:00,6.5,190.0,189.3,0
413837367,121.09597,31.7395,2019-06-19 21:24:00,8.900001,178.0,178.0,0
413837367,121.09066999999999,31.7256,2019-06-19 21:32:00,0.0,219.0,219.7,0
