mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413837367,121.09643,31.781340000000004,2019-06-21 15:14:00,7.3,196.0,196.40001,0
413837367,121.09543000000001,31.777272999999997,2019-06-21 15:16:00,7.5,191.0,191.6,0
413837367,121.095184,31.77314,2019-06-21 15:18:00,7.4,175.0,175.7,0
413837367,121.09595,31.767865999999998,2019-06-21 15:20:00,7.7000003,177.0,177.6,0
413837367,121.09596,31.763567,2019-06-21 15:22:00,7.6,178.0,178.1,15
413837367,121.0962,31.76148,2019-06-21 15:24:00,7.7000003,173.0,173.0,0
413837367,121.09782,31.754929999999998,2019-06-21 15:26:00,8.1,163.0,164.1,0
413837367,121.09875,31.751646,2019-06-21 15:28:00,8.1,167.0,167.40001,0
413837367,121.09955,31.74683,2019-06-21 15:30:00,7.0,199.0,199.5,0
413837367,121.0985,31.744987,2019-06-21 15:32:00,7.7000003,205.0,205.1,0
413837367,121.09673000000001,31.740872999999997,2019-06-21 15:34:00,7.8,195.0,195.8,0
413837367,121.09261000000001,31.729446000000003,2019-06-21 15:38:00,7.7000003,209.0,210.0,0
413837367,121.09156000000002,31.727577,2019-06-21 15:40:00,7.3,200.0,200.7,0
413837367,121.09061399999999,31.725407,2019-06-21 15:42:00,1.2,217.0,217.2,0
413837367,121.090576,31.725340000000003,2019-06-21 15:48:00,0.0,216.0,216.5,0
