mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413837367,121.09806999999999,31.787246999999997,2019-06-19 19:32:00,2.4,21.0,21.2,0
413837367,121.09645,31.781607,2019-06-19 19:42:00,7.3,195.0,195.2,15
413837367,121.09658999999999,31.76574,2019-06-19 19:48:00,8.400001,179.0,179.2,0
413837367,121.09711999999999,31.760937,2019-06-19 19:50:00,8.8,173.0,173.8,0
413837367,121.09768000000001,31.75593,2019-06-19 19:52:00,9.1,174.0,174.6,0
413837367,121.09772,31.753532,2019-06-19 19:54:00,8.900001,179.0,179.3,0
413837367,121.09691000000001,31.747453999999998,2019-06-19 19:56:00,8.400001,195.0,195.7,0
413837367,121.09618,31.742676,2019-06-19 19:58:00,8.900001,185.0,185.6,0
413837367,121.09545,31.738915999999996,2019-06-19 20:00:00,8.7,189.0,189.0,0
413837367,121.09363,31.733272999999997,2019-06-19 20:02:00,7.9,210.0,210.3,0
413837367,121.09218600000001,31.729094,2019-06-19 20:04:00,7.6,187.0,187.90001,0
413837367,121.09048,31.725835999999997,2019-06-19 20:06:00,1.2,212.0,213.7,0
