mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413837367,121.09836999999999,31.787653000000002,2019-06-17 02:20:00,0.0,356.0,356.80002,0
413837367,121.096695,31.782806,2019-06-17 02:24:00,7.4,197.0,197.2,15
413837367,121.09563,31.779753000000003,2019-06-17 02:26:00,7.6,202.0,202.0,15
413837367,121.09488,31.776546000000003,2019-06-17 02:28:00,7.7,181.0,181.0,15
413837367,121.09425,31.767046,2019-06-17 02:32:00,7.3,184.0,184.6,0
413837367,121.094,31.764008,2019-06-17 02:34:00,7.2000003,183.0,183.8,0
413837367,121.0956,31.758207000000002,2019-06-17 02:36:00,7.2000003,156.0,156.40001,0
413837367,121.09743999999999,31.754459999999998,2019-06-17 02:38:00,7.3,157.0,157.40001,0
413837367,121.09853000000001,31.75158,2019-06-17 02:40:00,7.1,176.0,176.7,0
413837367,121.09732,31.746487,2019-06-17 02:42:00,7.5,194.0,194.0,0
413837367,121.09621399999999,31.742420000000003,2019-06-17 02:44:00,7.4,193.0,194.1,0
413837367,121.095146,31.736240000000002,2019-06-17 02:48:00,7.4,190.0,190.1,0
413837367,121.09196999999999,31.730806,2019-06-17 02:50:00,6.8,197.0,197.7,0
413837367,121.09172,31.727118,2019-06-17 02:52:00,4.9,199.0,199.8,0
413837367,121.09024,31.7257,2019-06-17 02:58:00,0.0,228.0,228.8,0
