mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413888886,121.09805,31.787514,2019-06-17 06:14:00,0.0,,15.400001000000001,0
413888886,121.09693,31.783207,2019-06-17 06:18:00,7.1,,194.6,0
413888886,121.09528999999999,31.779474,2019-06-17 06:20:00,7.3,,202.7,0
413888886,121.09492,31.77508,2019-06-17 06:22:00,8.1,,175.3,0
413888886,121.09454,31.769896999999997,2019-06-17 06:24:00,7.3,,185.40001,0
413888886,121.09428999999999,31.767878000000003,2019-06-17 06:26:00,7.3,,185.2,0
413888886,121.09483999999999,31.763506,2019-06-17 06:28:00,8.1,,169.8,0
413888886,121.09623,31.758854,2019-06-17 06:30:00,8.8,,166.5,0
413888886,121.09673000000001,31.753033000000002,2019-06-17 06:32:00,8.2,,182.1,0
413888886,121.09658999999999,31.75078,2019-06-17 06:34:00,8.2,,183.6,0
413888886,121.09616000000001,31.74488,2019-06-17 06:36:00,8.3,,185.3,0
413888886,121.09581000000001,31.740114000000002,2019-06-17 06:38:00,8.6,,183.2,0
413888886,121.09523,31.735440000000004,2019-06-17 06:40:00,8.0,,192.1,0
413888886,121.0937,31.730209999999996,2019-06-17 06:42:00,7.5,,196.3,0
413888886,121.09178999999999,31.72696,2019-06-17 06:44:00,4.4,,219.2,0
