mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413888886,121.09808999999998,31.787487,2019-06-22 01:16:00,0.0,,11.8,0
413888886,121.09713,31.784540000000003,2019-06-22 01:20:00,6.4,,193.6,0
413888886,121.09643,31.781094,2019-06-22 01:22:00,6.0,,190.0,0
413888886,121.09568,31.777733,2019-06-22 01:24:00,6.7000003,,188.7,0
413888886,121.09596,31.773796,2019-06-22 01:26:00,7.3,,170.8,0
413888886,121.0966,31.770706,2019-06-22 01:28:00,7.5,,172.0,0
413888886,121.09696000000001,31.768633,2019-06-22 01:30:00,7.5,,171.0,0
413888886,121.097305,31.762306,2019-06-22 01:32:00,7.7000003,,172.6,0
413888886,121.09788999999999,31.757973,2019-06-22 01:34:00,7.8,,175.2,0
413888886,121.09804,31.751827000000002,2019-06-22 01:36:00,7.7000003,,182.0,0
413888886,121.09766,31.748407,2019-06-22 01:38:00,7.5,,184.6,0
413888886,121.09723000000001,31.745296000000003,2019-06-22 01:40:00,7.4,,186.0,0
413888886,121.09486000000001,31.732940000000003,2019-06-22 01:46:00,7.3,,195.3,0
413888886,121.09151000000001,31.72689,2019-06-22 01:50:00,5.5,,229.0,0
413888886,121.09031,31.72568,2019-06-22 01:52:00,0.3,,221.8,0
