mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413837367,121.08928,31.738613,2019-06-23 10:48:00,5.8,348.0,348.0,0
413837367,121.08917,31.740276,2019-06-23 10:50:00,6.1,359.0,359.7,0
413837367,121.09031999999999,31.747020000000003,2019-06-23 10:54:00,6.0,11.0,11.5,0
413837367,121.09196000000001,31.754633000000002,2019-06-23 10:58:00,6.0,10.0,11.1,0
413837367,121.09285,31.757816,2019-06-23 11:00:00,5.5,11.0,11.7,0
413837367,121.09331999999999,31.763170000000002,2019-06-23 11:04:00,5.3,355.0,355.30002,0
413837367,121.09348999999999,31.76888,2019-06-23 11:08:00,6.4,8.0,8.5,0
413837367,121.09531000000001,31.776940000000003,2019-06-23 11:12:00,6.2,357.0,357.9,15
413837367,121.09628000000001,31.781366,2019-06-23 11:14:00,6.6,12.0,12.2,0
413837367,121.0975,31.785172999999997,2019-06-23 11:16:00,6.8,14.0,14.5,0
413837367,121.09788,31.78756,2019-06-23 11:28:00,0.0,9.0,9.900001,0
