mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413837367,121.09103999999999,31.725896999999996,2019-06-22 07:06:00,3.0,214.0,214.2,0
413837367,121.092735,31.729567,2019-06-22 07:18:00,6.6,17.0,17.5,15
413837367,121.09352,31.732286,2019-06-22 07:20:00,6.2000003,8.0,8.5,0
413837367,121.094,31.735853000000002,2019-06-22 07:22:00,6.3,2.0,2.5,0
413837367,121.094505,31.74382,2019-06-22 07:26:00,5.9,358.0,358.2,15
413837367,121.09463000000001,31.748077000000002,2019-06-22 07:30:00,5.9,356.0,355.5,15
413837367,121.09408,31.752207000000002,2019-06-22 07:32:00,5.8,351.0,351.9,0
413837367,121.09476000000001,31.756353000000004,2019-06-22 07:34:00,6.3,21.0,22.0,15
413837367,121.09598500000001,31.76013,2019-06-22 07:36:00,3.1,1.0,1.2,15
413837367,121.0966,31.765471999999995,2019-06-22 07:42:00,4.9,10.0,10.6,15
413837367,121.09584,31.771687,2019-06-22 07:44:00,6.2000003,347.0,347.1,0
