mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.0904,31.72555,2019-06-25 09:44:00,0.0,190,190.5,0
413812193,121.09225500000001,31.735066999999997,2019-06-25 09:58:00,6.5,2,5.2000003,0
413812193,121.09238400000001,31.738626,2019-06-25 10:00:00,6.3,5,7.4,0
413812193,121.09293000000001,31.741965999999998,2019-06-25 10:02:00,6.0,14,14.1,0
413812193,121.09459,31.746979999999997,2019-06-25 10:06:00,6.1,9,5.8,0
413812193,121.09525,31.752,2019-06-25 10:08:00,6.1,1,1.5,0
413812193,121.09552,31.754590000000004,2019-06-25 10:10:00,6.2000003,9,7.7000003,0
413812193,121.09616000000001,31.762320000000003,2019-06-25 10:14:00,6.1,1,1.6,0
413812193,121.09618,31.765746999999998,2019-06-25 10:16:00,6.6,2,1.4,0
413812193,121.09603999999999,31.773353999999998,2019-06-25 10:20:00,6.5,354,355.5,0
413812193,121.096535,31.781933000000002,2019-06-25 10:26:00,6.8,12,12.0,0
413812193,121.09749599999999,31.786034,2019-06-25 10:38:00,5.2000003,188,188.0,0
