mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413837367,121.0906,31.725626000000002,2019-06-17 07:30:00,0.0,255.0,255.40001,0
413837367,121.09156000000002,31.727390000000003,2019-06-17 07:36:00,6.6,9.0,9.4,15
413837367,121.09251,31.731185999999997,2019-06-17 07:38:00,7.0,9.0,9.5,0
413837367,121.0927,31.732126,2019-06-17 07:40:00,7.0,8.0,7.8,0
413837367,121.093864,31.7415,2019-06-17 07:44:00,6.6,14.0,14.7,0
413837367,121.094505,31.743273,2019-06-17 07:46:00,6.7000003,18.0,18.5,0
413837367,121.097176,31.751993,2019-06-17 07:50:00,6.1,5.0,5.8,15
413837367,121.09756000000002,31.755407,2019-06-17 07:52:00,6.0,9.0,9.4,15
413837367,121.09832,31.759478,2019-06-17 07:54:00,6.0,6.0,6.2000003,0
413837367,121.09871000000001,31.762046999999995,2019-06-17 07:56:00,6.3,7.0,7.3,0
413837367,121.0986,31.767396999999995,2019-06-17 08:00:00,6.5,355.0,355.9,0
413837367,121.09736000000001,31.77345,2019-06-17 08:02:00,6.2000003,344.0,344.2,0
413837367,121.09675,31.775106,2019-06-17 08:04:00,6.3,341.0,341.6,15
413837367,121.09557,31.779573,2019-06-17 08:06:00,4.7000003,12.0,12.7,0
413837367,121.09745,31.785227000000003,2019-06-17 08:10:00,6.0,12.0,12.4,15
413837367,121.09788,31.787446999999997,2019-06-17 08:12:00,1.0,351.0,351.4,0
413837367,121.09787,31.78752,2019-06-17 08:16:00,0.0,357.0,357.4,0
