mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413837369,121.09083000000001,31.725554,2019-06-09 10:30:00,1.7,,219.7,0
413837369,121.09116999999999,31.72607,2019-06-09 10:56:00,1.6,511.0,204.7,15
413837369,121.09192,31.728933,2019-06-09 13:38:00,7.0,,10.0,0
413837369,121.09212,31.739286,2019-06-09 13:44:00,6.6,,8.8,0
413837369,121.09392,31.74805,2019-06-09 13:48:00,6.1,511.0,7.9,15
413837369,121.09766,31.760847,2019-06-09 13:56:00,4.6,,5.9,0
413837369,121.09828,31.764374,2019-06-09 14:00:00,3.4,511.0,13.0,15
413837369,121.09643,31.77253,2019-06-09 14:04:00,6.3,511.0,339.6,15
413837369,121.09596,31.779787,2019-06-09 14:08:00,6.6,,9.2,0
413837369,121.09806999999999,31.787477000000003,2019-06-09 14:14:00,0.0,,23.1,0
