mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413837367,121.09047,31.725826,2019-06-21 23:18:00,0.0,213.0,213.1,0
413837367,121.09181000000001,31.727262,2019-06-21 23:24:00,5.6,47.0,47.5,15
413837367,121.0934,31.729496,2019-06-21 23:26:00,6.4,12.0,12.5,0
413837367,121.09389499999999,31.734118,2019-06-21 23:28:00,6.7000003,3.0,3.9,0
413837367,121.09445,31.7396,2019-06-21 23:30:00,6.3,7.0,7.0,0
413837367,121.09496000000001,31.741804,2019-06-21 23:32:00,3.0,10.0,10.8,15
413837367,121.09516,31.746387,2019-06-21 23:34:00,6.1,2.0,2.8,0
413837367,121.09532,31.74868,2019-06-21 23:36:00,4.7000003,3.0,3.2,0
413837367,121.09543000000001,31.751513,2019-06-21 23:38:00,5.7000003,0.0,0.6,0
413837367,121.0956,31.755608000000002,2019-06-21 23:40:00,5.9,8.0,8.6,0
413837367,121.09658999999999,31.764687,2019-06-21 23:46:00,6.4,355.0,355.9,0
413837367,121.09629,31.768387,2019-06-21 23:48:00,6.8,356.0,356.1,0
