mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413837367,121.09074,31.741186,2019-06-21 05:38:00,7.4,6.0,6.8,0
413837367,121.09088,31.74213,2019-06-21 05:40:00,6.2000003,9.0,9.900001,0
413837367,121.09313,31.745055999999998,2019-06-21 05:42:00,3.7,31.0,31.800001,0
413837367,121.0944,31.75078,2019-06-21 05:46:00,7.1,2.0,1.8000001,0
413837367,121.09421499999999,31.753807000000002,2019-06-21 05:48:00,7.1,354.0,354.1,15
413837367,121.09363,31.758698,2019-06-21 05:50:00,7.0,352.0,352.9,0
413837367,121.09363,31.76162,2019-06-21 05:52:00,7.1,6.0,6.4,0
413837367,121.09472,31.767736,2019-06-21 05:54:00,7.6,0.0,0.3,0
413837367,121.09436000000001,31.77194,2019-06-21 05:56:00,7.5,357.0,357.6,15
413837367,121.09438,31.776159999999997,2019-06-21 05:58:00,7.4,3.0,3.1000001,0
413837367,121.0948,31.779186,2019-06-21 06:00:00,7.0,17.0,17.5,0
