,time,latitude,longitude,speed,cog,rot,ac
0,48240.0,31.787506,121.09791,0.0,353.9,0.0,0.0
1,48600.0,31.78381,121.09713,1.159824259950966,189.0,0.20798706408991194,0.00322173405541935
2,48720.0,31.782127000000006,121.0966,1.6144187149676141,198.2,0.30508244412691865,0.003788287125138734
3,48840.0,31.776287,121.0954,5.493421812064935,176.3,0.2026586691468045,0.03232502580914434
4,48960.0,31.775187,121.09556,1.0270497722014063,172.2,-0.1444415783817747,-0.037219766998862744
5,49080.0,31.768446,121.09581,6.249478952581804,186.6,-0.037069496692416895,0.04352024316983665
6,49200.0,31.763933,121.0956,4.1851271855110435,175.5,0.046498699123418995,-0.01720293139225634
7,49320.0,31.76027,121.09607,3.4143637790334007,174.90001,-0.12761285901790598,-0.00642302838731369
8,49920.0,31.735533,121.09304,4.609183467825308,191.0,0.12188145211612769,0.0019913661479865124
9,50160.0,31.726307,121.091095,4.3426888504001715,209.5,0.20777480230503415,-0.0011103942392714024
