,time,latitude,longitude,speed,cog,rot,ac
0,59520.0,31.725794,121.09015,0.0,245.5,0.0,0.0
1,59640.0,31.72702,121.09172,1.679811990801834,36.2,0.9078158585016718,0.013998433256681951
2,59760.0,31.728767,121.092384,1.70130171369413,13.1,0.36321703375405084,0.00017908102410246578
3,59880.0,31.7348,121.09391,5.718227148169794,8.400001,0.2477458241984526,0.03347437862063054
4,60000.0,31.737814,121.094734,2.867346005928966,16.1,0.2668695756006297,-0.023757342852006903
5,60240.0,31.744753000000006,121.0972,3.3585445080856915,1.4,0.3414619555017584,0.0020466604256530224
6,60360.0,31.748833,121.09693,3.786609217220879,359.1,-0.06608012086698396,0.0035672059094598954
7,60480.0,31.754013,121.09728,4.807830345473735,4.6,0.06746502452141577,0.0085101760687738
8,60600.0,31.757994,121.09713,3.690784444887915,356.1,-0.03766115929115324,-0.009308715838215168
9,60960.0,31.767534,121.09579,2.9676043341351375,351.80002,-0.13954826268287895,-0.002008833640979937
