,time,latitude,longitude,speed,cog,rot,ac
0,81720.0,31.787546000000006,121.09789,0.0,12.3,0.0,0.0
1,82200.0,31.780556,121.09627,1.6503997924578655,198.3,0.22773899193252078,0.0034383329009538863
2,82320.0,31.776337,121.0955,3.956200319821105,181.0,0.18052087544748813,0.019215004394693664
3,82440.0,31.772926,121.09552,3.160755055797557,180.3,-0.00586331597823629,-0.006628710533529569
4,82560.0,31.770813,121.0954,1.960238076124111,183.0,0.056730354492114186,-0.010004308163945382
5,82680.0,31.764126,121.09523,6.1977844697651205,177.8,0.025416986756119003,0.03531288661367508
6,82920.0,31.757338,121.09548,3.1465047780801334,179.90001,-0.03681306074486487,-0.01271366538202078
7,83280.0,31.739634,121.09484,5.470902546897914,175.90001,0.0361342876883546,0.00645666046893828
8,83520.0,31.730274,121.09354,4.3667520697895075,193.3,0.13800602365761255,-0.004600626987951694
9,83640.0,31.727427,121.09245,2.774449473309681,207.90001,0.365643018501201,-0.013269188303998555
10,83760.0,31.726517,121.09136,1.2037707029964757,237.40001,0.8751563375909582,-0.013088989752610044
11,84240.0,31.72532,121.09095,0.2888209162656545,213.2,0.32999830537894287,-0.0019061453890225441
