mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413888886,121.09048,31.72568,2019-06-22 13:58:00,0.0,,236.2,0
413888886,121.093094,31.731926,2019-06-22 14:10:00,6.9,,11.5,0
413888886,121.09371999999999,31.73422,2019-06-22 14:12:00,6.8,,12.5,0
413888886,121.09508999999998,31.737793,2019-06-22 14:14:00,6.6,,23.6,0
413888886,121.09733600000001,31.742413,2019-06-22 14:16:00,6.3,,22.6,0
413888886,121.0988,31.746129999999997,2019-06-22 14:18:00,6.4,,14.900001000000001,0
413888886,121.09978500000001,31.75225,2019-06-22 14:22:00,6.2000003,,1.1,0
413888886,121.09998,31.75572,2019-06-22 14:24:00,6.0,511.0,1.1,15
413888886,121.09962,31.758974,2019-06-22 14:26:00,5.8,,348.6,0
413888886,121.09852,31.76271,2019-06-22 14:28:00,3.0,511.0,347.0,15
413888886,121.09696000000001,31.76928,2019-06-22 14:32:00,6.7000003,,351.1,0
413888886,121.09576000000001,31.774033000000003,2019-06-22 14:34:00,7.0,,345.5,0
413888886,121.09523,31.77696,2019-06-22 14:36:00,6.9,,356.6,0
413888886,121.0956,31.779734,2019-06-22 14:38:00,6.5,,19.4,0
413888886,121.097145,31.784347999999998,2019-06-22 14:40:00,6.9,,14.6,0
413888886,121.09793,31.787553999999997,2019-06-22 14:42:00,1.5,,4.0,0
413888886,121.097946,31.78762,2019-06-22 14:50:00,0.1,,4.7000003,0
