mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413837367,121.09048,31.725535999999998,2019-06-21 06:42:00,0.0,231.0,231.1,0
413837367,121.09267,31.731109999999997,2019-06-21 06:50:00,6.6,10.0,10.3,0
413837367,121.0932,31.73387,2019-06-21 06:52:00,6.6,9.0,9.8,0
413837367,121.093414,31.73746,2019-06-21 06:54:00,6.5,4.0,4.1,0
413837367,121.093704,31.74278,2019-06-21 06:56:00,6.0,346.0,345.2,0
413837367,121.09225500000001,31.745274,2019-06-21 06:58:00,4.3,333.0,334.1,15
413837367,121.09083999999999,31.7472,2019-06-21 07:00:00,3.8,320.0,319.80002,0
413837367,121.08874499999999,31.75024,2019-06-21 07:04:00,3.6000001000000004,338.0,338.2,0
413837367,121.08816000000002,31.752370000000003,2019-06-21 07:06:00,5.8,355.0,355.9,0
413837367,121.09013,31.75938,2019-06-21 07:10:00,7.0,27.0,27.300001,0
413837367,121.09181000000001,31.762059999999998,2019-06-21 07:12:00,7.3,29.0,28.800001,0
413837367,121.0938,31.765759999999997,2019-06-21 07:14:00,7.3,21.0,20.9,0
413837367,121.09486000000001,31.778315999999997,2019-06-21 07:20:00,6.8,5.0,5.8,15
413837367,121.09598500000001,31.780956,2019-06-21 07:22:00,7.0,25.0,25.7,0
413837367,121.098175,31.786606,2019-06-21 07:24:00,5.7000003,11.0,11.1,0
413837367,121.09843000000001,31.787487,2019-06-21 07:26:00,1.1,7.0,6.3,0
413837367,121.0984,31.787558,2019-06-21 07:28:00,0.0,0.0,0.8,15
