mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413888886,121.09650400000001,31.753677000000003,2019-06-25 09:42:00,6.3,,4.6,0
413888886,121.0978,31.7597,2019-06-25 09:44:00,6.4,,20.7,0
413888886,121.09792,31.762337,2019-06-25 09:46:00,6.3,,350.0,0
413888886,121.09668,31.76585,2019-06-25 09:48:00,6.7000003,,348.1,0
413888886,121.09597,31.7696,2019-06-25 09:50:00,6.8,,352.9,0
413888886,121.09496999999999,31.773429999999998,2019-06-25 09:52:00,6.8,,347.2,0
413888886,121.096,31.780848,2019-06-25 09:56:00,6.7000003,,11.1,0
413888886,121.0966,31.782627,2019-06-25 09:58:00,6.5,,21.0,0
413888886,121.097824,31.787385999999998,2019-06-25 10:00:00,1.8000001,,8.0,0
413888886,121.09787,31.787594,2019-06-25 10:04:00,0.1,,14.6,0
