mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413888886,121.09051000000001,31.725953999999998,2019-06-23 20:18:00,3.5,,221.40001,0
413888886,121.09143999999999,31.7276,2019-06-23 20:28:00,6.5,,16.4,0
413888886,121.09232,31.732153000000004,2019-06-23 20:30:00,6.6,,5.1,0
413888886,121.09243000000001,31.73398,2019-06-23 20:32:00,6.5,,1.1,0
413888886,121.09286499999999,31.739834000000002,2019-06-23 20:34:00,6.5,,10.8,0
413888886,121.09343999999999,31.742107,2019-06-23 20:36:00,6.5,,10.3,0
413888886,121.09693,31.748568,2019-06-23 20:40:00,6.2000003,,20.6,0
413888886,121.09711000000001,31.751959999999997,2019-06-23 20:42:00,6.0,511.0,359.9,15
413888886,121.0972,31.754486,2019-06-23 20:44:00,6.0,,2.1000001,0
413888886,121.09711000000001,31.759871999999998,2019-06-23 20:46:00,3.0,511.0,354.3,15
413888886,121.09631999999999,31.769333000000003,2019-06-23 20:52:00,6.6,,359.0,0
