mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413888886,121.0906,31.726285999999998,2019-06-23 11:32:00,1.7,,222.7,0
413888886,121.09293000000001,31.731835999999998,2019-06-23 11:44:00,6.1,,4.6,0
413888886,121.092896,31.733535999999997,2019-06-23 11:46:00,6.1,,359.4,0
413888886,121.09291999999999,31.738646999999997,2019-06-23 11:48:00,6.0,,5.7000003,0
413888886,121.09331,31.742624,2019-06-23 11:50:00,5.2,511.0,355.4,15
413888886,121.09258999999999,31.744614000000002,2019-06-23 11:52:00,4.9,,336.5,0
413888886,121.09176000000001,31.7457,2019-06-23 11:54:00,4.6,,315.6,0
413888886,121.09086599999999,31.750690000000002,2019-06-23 11:58:00,5.8,,13.0,0
413888886,121.09185,31.755777000000002,2019-06-23 12:00:00,5.5,,6.5,0
413888886,121.09213000000001,31.757307,2019-06-23 12:02:00,5.3,,4.6,0
413888886,121.09358999999999,31.761736,2019-06-23 12:04:00,6.2000003,,26.800001,0
413888886,121.09427,31.763327,2019-06-23 12:06:00,5.8,511.0,10.5,15
