mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413888886,121.09301,31.731407,2019-06-19 22:16:00,6.3,,10.3,0
413888886,121.09322,31.735746000000002,2019-06-19 22:18:00,6.1,,353.9,0
413888886,121.09243000000001,31.738879999999998,2019-06-19 22:20:00,5.2000003,,335.0,0
413888886,121.09173999999999,31.740168,2019-06-19 22:22:00,5.0,511.0,334.2,15
413888886,121.090576,31.74284,2019-06-19 22:24:00,4.9,,343.9,0
413888886,121.092224,31.75052,2019-06-19 22:28:00,6.1,,22.1,0
413888886,121.09353999999999,31.753693,2019-06-19 22:30:00,5.8,,16.9,0
413888886,121.095184,31.762109999999996,2019-06-19 22:36:00,4.9,,356.1,0
413888886,121.095055,31.76512,2019-06-19 22:38:00,5.6,511.0,355.2,15
413888886,121.09504,31.768406,2019-06-19 22:40:00,6.1,,5.0,0
413888886,121.09486399999999,31.771727000000002,2019-06-19 22:42:00,5.9,,356.2,0
413888886,121.096176,31.780896999999996,2019-06-19 22:48:00,5.9,,14.8,0
413888886,121.098,31.786572999999997,2019-06-19 22:52:00,4.8,,18.6,0
413888886,121.09828,31.78746,2019-06-19 22:54:00,0.4,,358.9,0
