mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413888886,121.09031999999999,31.725440000000003,2019-06-17 01:10:00,0.0,,252.90001,0
413888886,121.09324,31.73,2019-06-17 01:18:00,8.2,,15.6,0
413888886,121.09459,31.734413,2019-06-17 01:20:00,8.3,,9.6,0
413888886,121.09525,31.737877,2019-06-17 01:22:00,8.2,,17.1,0
413888886,121.09723000000001,31.740427,2019-06-17 01:24:00,7.2000003,,35.7,0
413888886,121.09968,31.746794,2019-06-17 01:26:00,8.400001,,7.8,0
413888886,121.09953,31.749229999999997,2019-06-17 01:28:00,8.8,,353.9,0
413888886,121.09881599999999,31.7541,2019-06-17 01:30:00,8.8,,352.30002,0
413888886,121.09791000000001,31.7648,2019-06-17 01:34:00,8.5,,351.1,0
413888886,121.09673000000001,31.7695,2019-06-17 01:36:00,8.400001,,350.7,0
413888886,121.095345,31.775276,2019-06-17 01:38:00,8.2,,351.1,0
413888886,121.0956,31.779533,2019-06-17 01:40:00,7.1,,15.8,0
413888886,121.09678999999998,31.782333,2019-06-17 01:42:00,7.3,,17.4,0
413888886,121.097824,31.786737,2019-06-17 01:44:00,3.8,,9.0,0
413888886,121.09805,31.787687,2019-06-17 01:46:00,0.1,,7.3,0
