mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413888886,121.0985,31.743986,2019-06-23 10:24:00,6.3,,31.7,0
413888886,121.09889,31.744726,2019-06-23 10:26:00,5.8,,18.800001,0
413888886,121.09987,31.75018,2019-06-23 10:28:00,5.7000003,,8.1,0
413888886,121.10085,31.75618,2019-06-23 10:32:00,5.1,,3.6000001000000004,0
413888886,121.10103000000001,31.758377000000003,2019-06-23 10:34:00,5.2000003,,3.0,0
413888886,121.10113999999999,31.759829999999997,2019-06-23 10:36:00,5.3,511.0,4.0,15
413888886,121.10123,31.763733000000002,2019-06-23 10:38:00,5.7000003,,359.7,0
413888886,121.09898000000001,31.771177,2019-06-23 10:42:00,5.4,,331.0,0
413888886,121.09701499999998,31.773573,2019-06-23 10:44:00,5.3,,324.0,0
413888886,121.09666000000001,31.782116,2019-06-23 10:50:00,6.5,,11.2,0
413888886,121.09798,31.78616,2019-06-23 10:52:00,4.5,,16.800001,0
