mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413837367,121.09352,31.731853000000005,2019-06-25 15:42:00,7.5,193.0,193.5,0
413837367,121.09548000000001,31.745440000000002,2019-06-25 16:06:00,6.7000003,3.0,3.8,0
413837367,121.09561000000001,31.748377,2019-06-25 16:08:00,7.0,0.0,0.8,0
413837367,121.09612,31.753254,2019-06-25 16:10:00,7.0,4.0,4.0,0
413837367,121.09626999999999,31.755173,2019-06-25 16:12:00,6.8,6.0,6.3,0
413837367,121.09666000000001,31.768353,2019-06-25 16:18:00,7.2000003,354.0,354.30002,0
413837367,121.09613,31.771494,2019-06-25 16:20:00,7.5,351.0,351.7,0
413837367,121.09569499999999,31.773506,2019-06-25 16:22:00,7.5,347.0,347.4,0
413837367,121.09558999999999,31.779533,2019-06-25 16:24:00,6.2000003,18.0,18.800001,0
413837367,121.09749599999999,31.78596,2019-06-25 16:28:00,4.6,16.0,16.2,0
