mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.09083999999999,31.725659999999998,2019-06-25 21:30:00,2.4,223,223.1,0
413812193,121.09148,31.726507,2019-06-25 21:38:00,4.5,23,25.6,0
413812193,121.09181000000001,31.729427,2019-06-25 21:40:00,6.2,2,4.8,15
413812193,121.09211,31.732018,2019-06-25 21:42:00,6.3,5,7.2000003,0
413812193,121.09311000000001,31.736307,2019-06-25 21:44:00,6.3,12,12.900001,0
413812193,121.09605400000001,31.742067,2019-06-25 21:48:00,6.0,14,14.7,0
413812193,121.096855,31.745359999999998,2019-06-25 21:50:00,5.8,11,9.7,0
413812193,121.09788999999999,31.752665999999998,2019-06-25 21:54:00,5.8,359,2.2,0
413812193,121.09787,31.755827000000004,2019-06-25 21:56:00,5.6,0,2.5,0
413812193,121.09806999999999,31.759,2019-06-25 21:58:00,5.7000003,359,0.8,0
413812193,121.09733999999999,31.763813,2019-06-25 22:02:00,5.9,350,349.80002,0
413812193,121.09628000000001,31.768814000000003,2019-06-25 22:04:00,6.1,352,352.30002,0
413812193,121.095894,31.771379999999997,2019-06-25 22:06:00,6.2000003,354,354.1,0
413812193,121.09552,31.774874,2019-06-25 22:08:00,6.3,359,359.0,0
