mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.09015,31.725873999999997,2019-06-21 21:44:00,0.0,304,308.7,0
413812193,121.09365,31.729665999999998,2019-06-21 21:58:00,5.5,20,20.9,15
413812193,121.09624,31.736359999999998,2019-06-21 22:02:00,5.3,15,15.8,0
413812193,121.09656000000001,31.737820000000003,2019-06-21 22:04:00,4.5,357,355.4,0
413812193,121.094696,31.74217,2019-06-21 22:08:00,4.6,24,24.0,0
413812193,121.09608,31.745965999999996,2019-06-21 22:10:00,4.5,354,354.30002,0
413812193,121.09598500000001,31.747873,2019-06-21 22:12:00,4.7000003,0,0.3,0
413812193,121.09608999999999,31.751146000000002,2019-06-21 22:14:00,4.6,0,0.5,0
413812193,121.09633999999998,31.753767,2019-06-21 22:16:00,4.6,7,8.2,15
413812193,121.09671999999999,31.760813,2019-06-21 22:22:00,4.8,7,8.400001,0
413812193,121.09688999999999,31.763479999999998,2019-06-21 22:24:00,5.2000003,4,4.4,0
413812193,121.09673000000001,31.765633,2019-06-21 22:26:00,5.2000003,349,350.30002,0
