mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.09303999999999,31.73077,2019-06-20 11:56:00,6.7000003,200,200.90001,0
413812193,121.09263,31.738607000000002,2019-06-20 12:12:00,6.5,359,359.3,15
413812193,121.09270500000001,31.746307,2019-06-20 12:16:00,6.4,9,10.7,0
413812193,121.09347,31.752476,2019-06-20 12:20:00,6.3,5,5.5,0
413812193,121.09501999999999,31.760077000000003,2019-06-20 12:24:00,6.0,6,8.3,0
413812193,121.09504,31.761696,2019-06-20 12:26:00,5.9,356,359.6,0
413812193,121.095505,31.76708,2019-06-20 12:28:00,6.8,359,358.2,0
413812193,121.09539,31.770967,2019-06-20 12:30:00,6.9,358,357.80002,0
413812193,121.09532,31.77192,2019-06-20 12:32:00,6.7000003,354,354.2,0
413812193,121.09593000000001,31.781076000000002,2019-06-20 12:36:00,6.6,17,14.900001000000001,0
413812193,121.09827,31.787287,2019-06-20 12:40:00,1.9,11,11.3,0
413812193,121.09828,31.787440000000004,2019-06-20 12:42:00,0.0,58,136.90001,0
