mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413812193,121.09928000000001,31.746296,2019-06-23 17:40:00,5.7000003,10,9.400001,0
413812193,121.09966999999999,31.7501,2019-06-23 17:42:00,6.5,3,3.5,0
413812193,121.09981499999999,31.752768,2019-06-23 17:44:00,6.3,0,1.1,0
413812193,121.09946000000001,31.756915999999997,2019-06-23 17:46:00,3.2,352,352.2,15
413812193,121.09872,31.76192,2019-06-23 17:48:00,6.7000003,349,349.0,0
413812193,121.09749599999999,31.766533000000003,2019-06-23 17:50:00,7.0,351,351.80002,0
413812193,121.09755,31.770327,2019-06-23 17:52:00,6.9,2,2.6000001,0
413812193,121.09748,31.77327,2019-06-23 17:54:00,6.7000003,358,357.9,0
413812193,121.09708,31.776056,2019-06-23 17:56:00,6.7000003,335,335.0,0
413812193,121.09563999999999,31.779853999999997,2019-06-23 17:58:00,5.4,20,20.800001,0
413812193,121.097145,31.78414,2019-06-23 18:00:00,6.7000003,14,14.8,0
413812193,121.09771,31.786592,2019-06-23 18:02:00,5.0,7,7.1,0
