mmsi,经度,纬度,时间,速度,船首向,对地航向,航行状态
413837367,121.090546,31.725487,2019-06-17 13:34:00,0.0,223.0,223.2,15
413837367,121.094,31.732637,2019-06-17 13:42:00,8.0,13.0,13.2,0
413837367,121.09468000000001,31.734854,2019-06-17 13:44:00,8.1,13.0,12.900001,0
413837367,121.09518,31.739407,2019-06-17 13:46:00,8.2,356.0,356.2,0
413837367,121.095184,31.746159999999996,2019-06-17 13:48:00,8.1,2.0,2.2,15
413837367,121.09575,31.74946,2019-06-17 13:50:00,7.8,14.0,14.6,0
413837367,121.09628000000001,31.752746999999996,2019-06-17 13:52:00,8.3,0.0,0.1,0
413837367,121.09608,31.763464000000003,2019-06-17 13:56:00,4.3,1.0,1.5,15
413837367,121.095345,31.777953999999998,2019-06-17 14:02:00,8.2,8.0,8.3,0
413837367,121.09668,31.782140000000002,2019-06-17 14:04:00,7.6,18.0,18.6,15
413837367,121.09743,31.7852,2019-06-17 14:06:00,7.7000003,9.0,9.400001,0
413837367,121.09793,31.787746000000002,2019-06-17 14:14:00,0.0,8.0,8.5,0
